feat,imp
97.0,0.0
90.0,3.700142016357577e-05
Overweight,0.00027875257829452935
100,0.00030971384894051303
Gastroesophageal reflux disease,0.0023922811601871574
50.0,0.0066764759231660335
0,1.0
